declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
58010,7,MO,Missouri                      ,0,1958-08-30T00:00:00.000Z,Major Disaster,EXCESSIVE RAINS & FLOODS,Flood,1958-08-30T00:00:00.000Z,1958-08-30T00:00:00.000Z,Turndown,1958-08-30T00:00:00.000Z,0,0,0,0,58010,1958-08-30T00:00:00.000Z,410ae37a-6a65-4be1-b358-5d3ef367a397
58011,5,MI,Michigan                      ,0,1958-10-07T00:00:00.000Z,Major Disaster,WINDSTORM,Severe Storm,1958-10-07T00:00:00.000Z,1958-10-07T00:00:00.000Z,Turndown,1958-10-07T00:00:00.000Z,0,0,0,0,58011,1958-10-07T00:00:00.000Z,1c2563ab-bd32-4a18-b433-9a88717a72ac
59001,4,GA,Georgia                       ,0,1959-01-05T00:00:00.000Z,Major Disaster,SEVERE DROUGHT CONDITIONS,Drought,1959-01-05T00:00:00.000Z,1959-01-05T00:00:00.000Z,Turndown,1959-01-05T00:00:00.000Z,0,0,0,0,59001,1959-01-05T00:00:00.000Z,61a92ebd-afb0-4e99-97d3-220931fa15b6
59002,9,CA,California                    ,0,1959-01-20T00:00:00.000Z,Major Disaster,FIRES & THREATENING FLOODS,Fire,1959-01-20T00:00:00.000Z,1959-01-20T00:00:00.000Z,Turndown,1959-01-20T00:00:00.000Z,0,0,0,0,59002,1959-01-20T00:00:00.000Z,4fb53e3d-5860-4206-a922-efd53bdf4ccc
59003,10,AK,Alaska                        ,0,1959-04-17T00:00:00.000Z,Major Disaster,CLOSURE OF BRISTOL BAY TO COMM FISHING,Fishing Losses,1959-04-17T00:00:00.000Z,1959-04-17T00:00:00.000Z,Turndown,1959-04-17T00:00:00.000Z,0,0,0,0,59003,1959-04-17T00:00:00.000Z,2a5f12f5-7c5c-4d54-94a8-883a66059cd0
59004,3,DE,Delaware                      ,0,1959-06-08T00:00:00.000Z,Major Disaster,OYSTER INDUSTRY,Fishing Losses,1959-06-08T00:00:00.000Z,1959-06-08T00:00:00.000Z,Turndown,1959-06-08T00:00:00.000Z,0,0,0,0,59004,1959-06-08T00:00:00.000Z,cdae0c7b-3e19-4830-a2cf-37ff7f2bd1f6
59005,4,GA,Georgia                       ,0,1959-06-15T00:00:00.000Z,Major Disaster,TORRENTIAL RAINS,Severe Storm,1959-06-15T00:00:00.000Z,1959-06-15T00:00:00.000Z,Turndown,1959-06-15T00:00:00.000Z,0,0,0,0,59005,1959-06-15T00:00:00.000Z,a4e3217b-fe79-490d-abe5-f9214da80cb2
59006,7,MO,Missouri                      ,0,1959-08-14T00:00:00.000Z,Major Disaster,EXCESSIVE RAINFALL & FLOODING,Flood,1959-08-14T00:00:00.000Z,1959-08-14T00:00:00.000Z,Turndown,1959-08-14T00:00:00.000Z,0,0,0,0,59006,1959-08-14T00:00:00.000Z,85179592-aa32-4a97-ba33-16e4f877f51b
59007,4,AL,Alabama                       ,0,1959-08-19T00:00:00.000Z,Major Disaster,HEAVY RAINFALL,Severe Storm,1959-08-19T00:00:00.000Z,1959-08-19T00:00:00.000Z,Turndown,1959-08-19T00:00:00.000Z,0,0,0,0,59007,1959-08-19T00:00:00.000Z,b0ed7cd5-0ecf-42a4-abc7-1b5cf3baa835
59008,8,SD,South Dakota                  ,0,1959-08-21T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1959-08-21T00:00:00.000Z,1959-08-21T00:00:00.000Z,Turndown,1959-08-21T00:00:00.000Z,0,0,0,0,59008,1959-08-21T00:00:00.000Z,83134971-cadc-449a-b91a-d8e8f8984cbb
59009,6,TX,Texas                         ,0,1959-10-12T00:00:00.000Z,Major Disaster,HURRICANE DEBRA,Hurricane,1959-10-12T00:00:00.000Z,1959-10-12T00:00:00.000Z,Turndown,1959-10-12T00:00:00.000Z,0,0,0,0,59009,1959-10-12T00:00:00.000Z,a5e0f3dc-7bfa-40ac-b7ed-1de51c048df4
59010,5,MN,Minnesota                     ,0,1959-10-20T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1959-10-20T00:00:00.000Z,1959-10-20T00:00:00.000Z,Turndown,1959-10-20T00:00:00.000Z,0,0,0,0,59010,1959-10-20T00:00:00.000Z,a80a69bd-1377-497f-ae51-0fe5b62bcf9d
59011,3,PA,Pennsylvania                  ,0,1959-11-12T00:00:00.000Z,Major Disaster,GROUND SUBSIDENCE,Other,1959-11-12T00:00:00.000Z,1959-11-12T00:00:00.000Z,Turndown,1959-11-12T00:00:00.000Z,0,0,0,0,59011,1959-11-12T00:00:00.000Z,a1ceac7a-8dc1-4e64-b26a-4b1aa4a37145
59012,6,AR,Arkansas                      ,0,1959-11-24T00:00:00.000Z,Major Disaster,FLOOD,Flood,1959-11-24T00:00:00.000Z,1959-11-24T00:00:00.000Z,Turndown,1959-11-24T00:00:00.000Z,0,0,0,0,59012,1959-11-24T00:00:00.000Z,817d15a0-d4a9-40cb-a56b-bf9ed2d014cf
60001,1,MA,Massachusetts                 ,0,1960-01-02T00:00:00.000Z,Major Disaster,TIDAL FLOOD,Flood,1960-01-02T00:00:00.000Z,1960-01-02T00:00:00.000Z,Turndown,1960-01-02T00:00:00.000Z,0,0,0,0,60001,1960-01-02T00:00:00.000Z,ff9540cd-3290-4278-a03e-9b99f8618122
60002,4,AL,Alabama                       ,0,1960-03-17T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1960-03-17T00:00:00.000Z,1960-03-17T00:00:00.000Z,Turndown,1960-03-17T00:00:00.000Z,0,0,0,0,60002,1960-03-17T00:00:00.000Z,b12c9383-f0c7-4240-b7d4-348ff773db01
60003,4,GA,Georgia                       ,0,1960-03-17T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1960-03-17T00:00:00.000Z,1960-03-17T00:00:00.000Z,Turndown,1960-03-17T00:00:00.000Z,0,0,0,0,60003,1960-03-17T00:00:00.000Z,848a3d06-a709-46f8-8cd0-731f73e9db17
60004,7,IA,Iowa                          ,0,1960-04-01T00:00:00.000Z,Major Disaster,FLOODS,Flood,1960-04-01T00:00:00.000Z,1960-04-01T00:00:00.000Z,Turndown,1960-04-01T00:00:00.000Z,0,0,0,0,60004,1960-04-01T00:00:00.000Z,eb48b595-6632-4154-a36f-be71426f4ffe
60005,5,MI,Michigan                      ,0,1960-05-06T00:00:00.000Z,Major Disaster,SEVERE FLOOD,Flood,1960-05-06T00:00:00.000Z,1960-05-06T00:00:00.000Z,Turndown,1960-05-06T00:00:00.000Z,0,0,0,0,60005,1960-05-06T00:00:00.000Z,144e2729-963a-43fe-a311-0c0d7a7f811b
60006,5,MI,Michigan                      ,0,1960-05-31T00:00:00.000Z,Major Disaster,SEVERE FLOOD (2ND TURNDOWN),Flood,1960-05-31T00:00:00.000Z,1960-05-31T00:00:00.000Z,Turndown,1960-05-31T00:00:00.000Z,0,0,0,0,60006,1960-05-31T00:00:00.000Z,60aaa1e2-b512-49ef-88cd-6a2fa0d2ffeb
60007,7,KS,Kansas                        ,0,1960-06-13T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1960-06-13T00:00:00.000Z,1960-06-13T00:00:00.000Z,Turndown,1960-06-13T00:00:00.000Z,0,0,0,0,60007,1960-06-13T00:00:00.000Z,a89a7b57-a724-48f1-a718-b006f6b7ff91
60008,3,PA,Pennsylvania                  ,0,1960-06-17T00:00:00.000Z,Major Disaster,GROUND SUBSIDENCE,Other,1960-06-17T00:00:00.000Z,1960-06-17T00:00:00.000Z,Turndown,1960-06-17T00:00:00.000Z,0,0,0,0,60008,1960-06-17T00:00:00.000Z,aef4953e-e62b-43ff-b7b9-0a243afe6e58
60009,5,MI,Michigan                      ,0,1960-07-11T00:00:00.000Z,Major Disaster,SEVERE FLOOD (3RD TURNDOWN),Flood,1960-07-11T00:00:00.000Z,1960-07-11T00:00:00.000Z,Turndown,1960-07-11T00:00:00.000Z,0,0,0,0,60009,1960-07-11T00:00:00.000Z,09ddc912-6e45-4093-ac45-5da9d46e5859
60010,4,MS,Mississippi                   ,0,1960-08-01T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1960-08-01T00:00:00.000Z,1960-08-01T00:00:00.000Z,Turndown,1960-08-01T00:00:00.000Z,0,0,0,0,60010,1960-08-01T00:00:00.000Z,eef9a355-9bc0-4a39-9ea2-a784cf45b6ff
60011,6,LA,Louisiana                     ,0,1960-08-01T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1960-08-01T00:00:00.000Z,1960-08-01T00:00:00.000Z,Turndown,1960-08-01T00:00:00.000Z,0,0,0,0,60011,1960-08-01T00:00:00.000Z,c84175fc-a190-4d0f-8226-a7421b403d97
60012,3,PA,Pennsylvania                  ,0,1960-10-17T00:00:00.000Z,Major Disaster,MINE WATER SEEPAGE,Other,1960-10-17T00:00:00.000Z,1960-10-17T00:00:00.000Z,Turndown,1960-10-17T00:00:00.000Z,0,0,0,0,60012,1960-10-17T00:00:00.000Z,eae44aca-751c-4ea6-92b7-f37b67a5d7a6
61001,6,TX,Texas                         ,0,1961-02-13T00:00:00.000Z,Major Disaster,RAINS & FLOODS,Flood,1961-02-13T00:00:00.000Z,1961-02-13T00:00:00.000Z,Turndown,1961-02-13T00:00:00.000Z,0,0,0,0,61001,1961-02-13T00:00:00.000Z,9764cc18-26d5-4da5-8e26-596f7d15e4be
61002,6,OK,Oklahoma                      ,0,1961-03-16T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1961-03-16T00:00:00.000Z,1961-03-16T00:00:00.000Z,Turndown,1961-03-16T00:00:00.000Z,0,0,0,0,61002,1961-03-16T00:00:00.000Z,082f4d1b-a062-4297-9202-f78811f6977d
61003,4,GA,Georgia                       ,0,1961-04-10T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1961-04-10T00:00:00.000Z,1961-04-10T00:00:00.000Z,Turndown,1961-04-10T00:00:00.000Z,0,0,0,0,61003,1961-04-10T00:00:00.000Z,51bee8ba-a989-4bbe-9182-762e3d7ef563
61004,7,IA,Iowa                          ,0,1961-08-25T00:00:00.000Z,Major Disaster,FLOOD,Flood,1961-08-25T00:00:00.000Z,1961-08-25T00:00:00.000Z,Turndown,1961-08-25T00:00:00.000Z,0,0,0,0,61004,1961-08-25T00:00:00.000Z,e29a1f22-4ea9-4d96-af23-013c7026d3af
61005,8,ND,North Dakota                  ,0,1961-08-31T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1961-08-31T00:00:00.000Z,1961-08-31T00:00:00.000Z,Turndown,1961-08-31T00:00:00.000Z,0,0,0,0,61005,1961-08-31T00:00:00.000Z,f65254b9-822d-4b19-9022-edbf468a2d6e
61006,7,MO,Missouri                      ,0,1961-10-09T00:00:00.000Z,Major Disaster,FLOODS,Flood,1961-10-09T00:00:00.000Z,1961-10-09T00:00:00.000Z,Turndown,1961-10-09T00:00:00.000Z,0,0,0,0,61006,1961-10-09T00:00:00.000Z,b5127855-230b-4735-a7e6-bbde4565dde5
61007,9,CA,California                    ,0,1961-10-09T00:00:00.000Z,Major Disaster,FIRES,Fire,1961-10-09T00:00:00.000Z,1961-10-09T00:00:00.000Z,Turndown,1961-10-09T00:00:00.000Z,0,0,0,0,61007,1961-10-09T00:00:00.000Z,9959a8e9-f5b2-4ee8-8b09-7c1d0fd5b427
62001,6,OK,Oklahoma                      ,0,1962-03-06T00:00:00.000Z,Major Disaster,MANGUM SCHOOL FIRE,Fire,1962-03-06T00:00:00.000Z,1962-03-06T00:00:00.000Z,Turndown,1962-03-06T00:00:00.000Z,0,0,0,0,62001,1962-03-06T00:00:00.000Z,1caac86f-75de-43ec-8618-ed54c6e48e54
62002,8,WY,Wyoming                       ,0,1962-06-19T00:00:00.000Z,Major Disaster,FLOOD,Flood,1962-06-19T00:00:00.000Z,1962-06-19T00:00:00.000Z,Turndown,1962-06-19T00:00:00.000Z,0,0,0,0,62002,1962-06-19T00:00:00.000Z,f40fb670-ef90-4114-aec6-f6342bf12c41
62003,6,LA,Louisiana                     ,0,1962-07-18T00:00:00.000Z,Major Disaster,MOSQUITOES,Other,1962-07-18T00:00:00.000Z,1962-07-18T00:00:00.000Z,Turndown,1962-07-18T00:00:00.000Z,0,0,0,0,62003,1962-07-18T00:00:00.000Z,b2752d03-d1b8-4b01-a677-e2b6479a0b91
62004,6,TX,Texas                         ,0,1962-07-18T00:00:00.000Z,Major Disaster,MOSQUITOES,Other,1962-07-18T00:00:00.000Z,1962-07-18T00:00:00.000Z,Turndown,1962-07-18T00:00:00.000Z,0,0,0,0,62004,1962-07-18T00:00:00.000Z,b1dab0a6-9fd3-4cf2-beac-57eaaa26f9dc
63001,8,UT,Utah                          ,0,1963-01-01T00:00:00.000Z,Major Disaster,DAM FAILURE & FLOODS,Flood,1963-01-01T00:00:00.000Z,1963-01-01T00:00:00.000Z,Turndown,1963-12-31T00:00:00.000Z,0,0,0,0,63001,1963-01-01T00:00:00.000Z,b9128f70-d0a0-4790-94d7-c391538753d8
63002,9,AZ,Arizona                       ,0,1963-01-01T00:00:00.000Z,Major Disaster,FLOODS,Flood,1963-01-01T00:00:00.000Z,1963-01-01T00:00:00.000Z,Turndown,1963-12-31T00:00:00.000Z,0,0,0,0,63002,1963-01-01T00:00:00.000Z,6230bb7f-abd6-4c3c-91bf-4899b46ac58d
63003,6,LA,Louisiana                     ,0,1963-01-01T00:00:00.000Z,Major Disaster,DROUGHT & FREEZE,Snowstorm,1963-01-01T00:00:00.000Z,1963-01-01T00:00:00.000Z,Turndown,1963-01-01T00:00:00.000Z,0,0,0,0,63003,1963-01-01T00:00:00.000Z,3a747198-f40c-4e85-a1a4-04ddfd3afc1a
63004,4,FL,Florida                       ,0,1963-02-11T00:00:00.000Z,Major Disaster,HIGH TIDES,Flood,1963-02-11T00:00:00.000Z,1963-02-11T00:00:00.000Z,Turndown,1963-02-11T00:00:00.000Z,0,0,0,0,63004,1963-02-11T00:00:00.000Z,4ab683ed-3ed2-4d77-a14f-fb614c196f50
63005,4,AL,Alabama                       ,0,1963-03-16T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1963-03-16T00:00:00.000Z,1963-03-16T00:00:00.000Z,Turndown,1963-03-16T00:00:00.000Z,0,0,0,0,63005,1963-03-16T00:00:00.000Z,3f6c60c0-205f-4557-83ae-0187f92834fe
63006,4,FL,Florida                       ,0,1963-05-31T00:00:00.000Z,Major Disaster,SEVERE STORM & BEACH EROSION,Coastal Storm,1963-05-31T00:00:00.000Z,1963-05-31T00:00:00.000Z,Turndown,1963-05-31T00:00:00.000Z,0,0,0,0,63006,1963-05-31T00:00:00.000Z,4fef9aec-8d34-459d-9961-c939f546894a
63007,4,AL,Alabama                       ,0,1963-07-26T00:00:00.000Z,Major Disaster,FLOOD,Flood,1963-07-26T00:00:00.000Z,1963-07-26T00:00:00.000Z,Turndown,1963-07-26T00:00:00.000Z,0,0,0,0,63007,1963-07-26T00:00:00.000Z,6cfddd8d-d2d6-4c69-b2c4-c246e1dbf75e
63008,10,AK,Alaska                        ,0,1963-08-01T00:00:00.000Z,Major Disaster,SALMON INDUSTRY PROBLEM,Fishing Losses,1963-08-01T00:00:00.000Z,1963-08-01T00:00:00.000Z,Turndown,1963-08-01T00:00:00.000Z,0,0,0,0,63008,1963-08-01T00:00:00.000Z,8190615e-491f-49fe-9df6-b75f986b4927
63009,3,PA,Pennsylvania                  ,0,1963-08-06T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1963-08-06T00:00:00.000Z,1963-08-06T00:00:00.000Z,Turndown,1963-08-06T00:00:00.000Z,0,0,0,0,63009,1963-08-06T00:00:00.000Z,5d455741-b544-4b5e-abcb-2ec7ac41d5d6
63010,10,AK,Alaska                        ,0,1963-10-15T00:00:00.000Z,Major Disaster,ARCTIC STORM,Snowstorm,1963-10-15T00:00:00.000Z,1963-10-15T00:00:00.000Z,Turndown,1963-10-15T00:00:00.000Z,0,0,0,0,63010,1963-10-15T00:00:00.000Z,acea982c-3fc0-4065-96bc-0b3aee29f42f
63011,4,KY,Kentucky                      ,0,1963-11-19T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1963-11-19T00:00:00.000Z,1963-11-19T00:00:00.000Z,Turndown,1963-11-19T00:00:00.000Z,0,0,0,0,63011,1963-11-19T00:00:00.000Z,3ada2e1a-0b89-4408-9611-a25c820d3fb5
64001,9,CA,California                    ,0,1964-01-01T00:00:00.000Z,Major Disaster,MUDSLIDE,Mud/Landslide,1964-01-01T00:00:00.000Z,1964-01-01T00:00:00.000Z,Turndown,1964-12-31T00:00:00.000Z,0,0,0,0,64001,1964-01-01T00:00:00.000Z,ad543860-a193-4684-b747-4b7b8afb11d9
64002,9,CA,California                    ,0,1964-01-01T00:00:00.000Z,Major Disaster,"RAIN,WIND, MUD SLIDES",Severe Storm,1964-01-01T00:00:00.000Z,1964-01-01T00:00:00.000Z,Turndown,1964-12-31T00:00:00.000Z,0,0,0,0,64002,1964-01-01T00:00:00.000Z,9424d2a2-14d3-4108-9f5f-84f2ea53279c
64003,9,NV,Nevada                        ,0,1964-01-01T00:00:00.000Z,Major Disaster,SNOWSTORM & POWER FAILURE,Snowstorm,1964-01-01T00:00:00.000Z,1964-01-01T00:00:00.000Z,Turndown,1964-12-31T00:00:00.000Z,0,0,0,0,64003,1964-01-01T00:00:00.000Z,df51ad46-78ae-4048-8006-65060e7a0584
64004,6,LA,Louisiana                     ,0,1964-01-08T00:00:00.000Z,Major Disaster,FLOODS,Flood,1964-01-08T00:00:00.000Z,1964-01-08T00:00:00.000Z,Turndown,1964-01-08T00:00:00.000Z,0,0,0,0,64004,1964-01-08T00:00:00.000Z,db4f4c81-c6f9-40cc-b85e-b7699677815d
64005,9,CA,California                    ,0,1964-05-01T00:00:00.000Z,Major Disaster,FIRES,Fire,1964-05-01T00:00:00.000Z,1964-05-01T00:00:00.000Z,Turndown,1964-05-01T00:00:00.000Z,0,0,0,0,64005,1964-05-01T00:00:00.000Z,2d38338e-896e-4d08-9ef9-21b28a3a87c9
64006,5,IN,Indiana                       ,0,1964-08-14T00:00:00.000Z,Major Disaster,FLOODS,Flood,1964-08-14T00:00:00.000Z,1964-08-14T00:00:00.000Z,Turndown,1964-08-14T00:00:00.000Z,0,0,0,0,64006,1964-08-14T00:00:00.000Z,0587e0fe-6789-4727-be1d-a7933fd30fdf
64007,9,NV,Nevada                        ,0,1964-09-09T00:00:00.000Z,Major Disaster,FIRES,Fire,1964-09-09T00:00:00.000Z,1964-09-09T00:00:00.000Z,Turndown,1964-09-09T00:00:00.000Z,0,0,0,0,64007,1964-09-09T00:00:00.000Z,3f8a3967-1452-4841-80c1-046bc74faa65
64008,6,TX,Texas                         ,0,1964-11-24T00:00:00.000Z,Major Disaster,FLOOD,Flood,1964-11-24T00:00:00.000Z,1964-11-24T00:00:00.000Z,Turndown,1964-11-24T00:00:00.000Z,0,0,0,0,64008,1964-11-24T00:00:00.000Z,3386ce49-6a97-4934-9f1c-1b7372cb1d1a
65001,8,UT,Utah                          ,0,1965-01-01T00:00:00.000Z,Major Disaster,FLOOD THREAT,Flood,1965-01-01T00:00:00.000Z,1965-01-01T00:00:00.000Z,Turndown,1965-12-31T00:00:00.000Z,0,0,0,0,65001,1965-01-01T00:00:00.000Z,a39a4ddb-d77b-4484-91d8-2b7db6265591
65002,9,CA,California                    ,0,1965-01-01T00:00:00.000Z,Major Disaster,BEACH EROSION,Mud/Landslide,1965-01-01T00:00:00.000Z,1965-01-01T00:00:00.000Z,Turndown,1965-12-31T00:00:00.000Z,0,0,0,0,65002,1965-01-01T00:00:00.000Z,d8378194-a1e5-478f-a968-c629be494590
65003,9,CA,California                    ,0,1965-01-01T00:00:00.000Z,Major Disaster,CIVIL RIOTS,Human Cause,1965-01-01T00:00:00.000Z,1965-01-01T00:00:00.000Z,Turndown,1965-12-31T00:00:00.000Z,0,0,0,0,65003,1965-01-01T00:00:00.000Z,4df0b726-f7af-4890-ae9e-bd04295877c2
65004,4,GA,Georgia                       ,0,1965-01-19T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-01-19T00:00:00.000Z,1965-01-19T00:00:00.000Z,Turndown,1965-01-19T00:00:00.000Z,0,0,0,0,65004,1965-01-19T00:00:00.000Z,3f76a1b1-2114-4c36-b2a8-99784283e811
65005,6,AR,Arkansas                      ,0,1965-05-06T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-05-06T00:00:00.000Z,1965-05-06T00:00:00.000Z,Turndown,1965-05-06T00:00:00.000Z,0,0,0,0,65005,1965-05-06T00:00:00.000Z,aa1f3d02-220d-46ef-9c52-5add16b99859
65006,6,AR,Arkansas                      ,0,1965-05-22T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1965-05-22T00:00:00.000Z,1965-05-22T00:00:00.000Z,Turndown,1965-05-22T00:00:00.000Z,0,0,0,0,65006,1965-05-22T00:00:00.000Z,6fa6f91d-77df-4503-8c9e-012242c699c3
65007,7,MO,Missouri                      ,0,1965-06-16T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-06-16T00:00:00.000Z,1965-06-16T00:00:00.000Z,Turndown,1965-06-16T00:00:00.000Z,0,0,0,0,65007,1965-06-16T00:00:00.000Z,4b93c169-8fa8-425a-8e77-24ac94eb5403
65008,8,WY,Wyoming                       ,0,1965-07-07T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-07-07T00:00:00.000Z,1965-07-07T00:00:00.000Z,Turndown,1965-07-07T00:00:00.000Z,0,0,0,0,65008,1965-07-07T00:00:00.000Z,f34a6ed2-7817-4878-be53-8fd916f8031b
65009,7,NE,Nebraska                      ,0,1965-08-04T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-08-04T00:00:00.000Z,1965-08-04T00:00:00.000Z,Turndown,1965-08-04T00:00:00.000Z,0,0,0,0,65009,1965-08-04T00:00:00.000Z,34a5a1eb-cdb5-41f8-a121-1767473d3482
65010,7,IA,Iowa                          ,0,1965-09-13T00:00:00.000Z,Major Disaster,TORNADO & FLOOD,Tsunami,1965-09-13T00:00:00.000Z,1965-09-13T00:00:00.000Z,Turndown,1965-09-13T00:00:00.000Z,0,0,0,0,65010,1965-09-13T00:00:00.000Z,bfa88719-6555-4ef2-a0a5-12eebafe30a1
65011,10,ID,Idaho                         ,0,1965-09-25T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-09-25T00:00:00.000Z,1965-09-25T00:00:00.000Z,Turndown,1965-09-25T00:00:00.000Z,0,0,0,0,65011,1965-09-25T00:00:00.000Z,bf8c8295-60d4-4b08-8555-5e6481e3eb3d
65012,6,AR,Arkansas                      ,0,1965-12-06T00:00:00.000Z,Major Disaster,FLOOD,Flood,1965-12-06T00:00:00.000Z,1965-12-06T00:00:00.000Z,Turndown,1965-12-06T00:00:00.000Z,0,0,0,0,65012,1965-12-06T00:00:00.000Z,1d9e18f7-c758-4c2f-b73c-7a4009769c87
66001,9,CA,California                    ,0,1966-01-01T00:00:00.000Z,Major Disaster,EARTHSLIDES,Mud/Landslide,1966-01-01T00:00:00.000Z,1966-01-01T00:00:00.000Z,Turndown,1966-12-31T00:00:00.000Z,0,0,0,0,66001,1966-01-01T00:00:00.000Z,372915aa-3ede-4824-9e02-99d4574f8ce4
66002,9,NV,Nevada                        ,0,1966-01-01T00:00:00.000Z,Major Disaster,FLOODS,Flood,1966-01-01T00:00:00.000Z,1966-01-01T00:00:00.000Z,Turndown,1966-12-31T00:00:00.000Z,0,0,0,0,66002,1966-01-01T00:00:00.000Z,cb9602b3-a8d9-4ceb-9a9c-abeb0d2d1b7d
66003,6,NM,New Mexico                    ,0,1966-02-10T00:00:00.000Z,Major Disaster,FLOODS,Flood,1966-02-10T00:00:00.000Z,1966-02-10T00:00:00.000Z,Turndown,1966-02-10T00:00:00.000Z,0,0,0,0,66003,1966-02-10T00:00:00.000Z,63ab5338-f6e1-4c72-ba1b-8956789a50c0
66004,6,AR,Arkansas                      ,0,1966-02-14T00:00:00.000Z,Major Disaster,FLOODING,Flood,1966-02-14T00:00:00.000Z,1966-02-14T00:00:00.000Z,Turndown,1966-02-14T00:00:00.000Z,0,0,0,0,66004,1966-02-14T00:00:00.000Z,fc784d9c-81da-4fe5-84e0-1ba6fe0c318b
66005,4,MS,Mississippi                   ,0,1966-03-15T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1966-03-15T00:00:00.000Z,1966-03-15T00:00:00.000Z,Turndown,1966-03-15T00:00:00.000Z,0,0,0,0,66005,1966-03-15T00:00:00.000Z,187e5e9d-921d-4448-912c-31273d4246da
66006,8,SD,South Dakota                  ,0,1966-04-04T00:00:00.000Z,Major Disaster,BLIZZARD,Snowstorm,1966-04-04T00:00:00.000Z,1966-04-04T00:00:00.000Z,Turndown,1966-04-04T00:00:00.000Z,0,0,0,0,66006,1966-04-04T00:00:00.000Z,ca80b0a1-07ee-4e00-94a3-7e078e4ef14c
66007,4,FL,Florida                       ,0,1966-04-19T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1966-04-19T00:00:00.000Z,1966-04-19T00:00:00.000Z,Turndown,1966-04-19T00:00:00.000Z,0,0,0,0,66007,1966-04-19T00:00:00.000Z,70ab3ca4-ec8b-4d03-8342-29fa479ddb17
66008,9,CA,California                    ,0,1966-04-19T00:00:00.000Z,Major Disaster,LANDSLIDES,Mud/Landslide,1966-04-19T00:00:00.000Z,1966-04-19T00:00:00.000Z,Turndown,1966-04-19T00:00:00.000Z,0,0,0,0,66008,1966-04-19T00:00:00.000Z,00e7ad9c-e95f-4ae9-8515-72e1bf28c0dd
66009,6,TX,Texas                         ,0,1966-09-12T00:00:00.000Z,Major Disaster,FLOODING,Flood,1966-09-12T00:00:00.000Z,1966-09-12T00:00:00.000Z,Turndown,1966-09-12T00:00:00.000Z,0,0,0,0,66009,1966-09-12T00:00:00.000Z,5ffcd450-1415-4184-ba2d-bad17390782d
67001,9,AZ,Arizona                       ,0,1967-01-01T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1967-01-01T00:00:00.000Z,1967-01-01T00:00:00.000Z,Turndown,1967-12-31T00:00:00.000Z,0,0,0,0,67001,1967-01-01T00:00:00.000Z,bb43651e-90fd-4f1c-a9e5-ea9cac7d99cc
67002,9,CA,California                    ,0,1967-01-01T00:00:00.000Z,Major Disaster,FLOODS,Flood,1967-01-01T00:00:00.000Z,1967-01-01T00:00:00.000Z,Turndown,1967-12-31T00:00:00.000Z,0,0,0,0,67002,1967-01-01T00:00:00.000Z,05435d76-fb67-45bf-95d5-652542f06299
67003,9,CA,California                    ,0,1967-01-01T00:00:00.000Z,Major Disaster,EARTHSLIDES,Mud/Landslide,1967-01-01T00:00:00.000Z,1967-01-01T00:00:00.000Z,Turndown,1967-12-31T00:00:00.000Z,0,0,0,0,67003,1967-01-01T00:00:00.000Z,d1bcd707-e76d-4055-9939-248f640dc893
67004,9,HI,Hawaii                        ,0,1967-01-01T00:00:00.000Z,Major Disaster,FLOODS,Flood,1967-01-01T00:00:00.000Z,1967-01-01T00:00:00.000Z,Turndown,1967-12-31T00:00:00.000Z,0,0,0,0,67004,1967-01-01T00:00:00.000Z,a1245621-4d5f-4166-961d-1f5410b45e26
67005,9,NV,Nevada                        ,0,1967-01-11T00:00:00.000Z,Major Disaster,FLOODING,Flood,1967-01-11T00:00:00.000Z,1967-01-11T00:00:00.000Z,Turndown,1967-01-11T00:00:00.000Z,0,0,0,0,67005,1967-01-11T00:00:00.000Z,b669d1c1-2db8-4094-a910-3d1c90a63f42
